gene,qval_6h,ratio_6h,qval_1d,ratio_1d,qval_3d,ratio_3d,qval_7d,ratio_7d
IL13RA2,0.58058,0.919875,0.222835,0.928826,0.971464,0.986107,0.997914,0.986557
IL15,0.978236,0.986446,0.00103451,1.50616,0.911053,1.09343,0.998347,1.01061
IL15RA,0.615934,0.842324,0.0124211,1.37043,0.983285,0.978309,0.993745,0.92461
IL16,0.656961,1.05378,1.85E-12,0.696881,0.652944,0.922172,0.979628,0.960539
IL17A,0.672756,0.885316,0.887397,0.97483,0.983332,0.981695,0.997914,1.02952
IL17B,0.832876,0.92206,0.718095,1.07222,0.652944,0.782093,0.997914,0.983027
IL17C,0.568411,0.870974,0.778507,0.965939,0.923978,0.95095,0.997914,0.981582
IL17D,0.606045,0.860145,0.915856,0.980757,0.950397,0.957509,0.997914,0.975986
IL17F,0.748537,0.923928,0.439508,1.09132,0.947719,0.960932,0.997914,1.01867
IL17RA,0.831109,1.05681,0.0843341,1.18036,0.825062,1.11419,0.996577,0.959767
IL17RB,0.933169,0.972715,0.771496,1.04234,0.98676,0.986685,0.993608,1.06602
IL17RC,0.55949,0.887658,0.11334,1.12135,0.939516,0.966482,0.997914,0.983098
IL17RD,0.748635,0.944991,0.922247,1.01104,0.989379,1.00768,0.997914,1.02305
IL17RE,0.674776,0.883792,0.614031,0.927655,0.881303,0.907572,0.993745,0.934389
IL17REL,0.564267,0.836604,0.76258,1.04782,0.924308,0.938178,0.996577,0.95408
IL18,0.931273,1.05509,0.105426,0.728213,0.883018,1.17204,0.997914,0.938774
IL18BP,0.962097,0.968472,3.03E-05,2.0948,0.996304,1.00503,0.997914,1.02779
IL18R1,0.821734,1.07854,0.00378211,0.711498,0.847272,0.879143,0.995966,1.06038
IL18RAP,0.923849,1.05646,0.0228526,0.672263,0.913812,1.12254,0.989896,1.13026
IL19,0.961133,0.973221,0.295541,1.19974,0.931585,0.919341,0.998861,1.01121
IL1A,0.830888,0.812325,0.0558538,1.97092,0.983285,0.941608,0.997914,0.923082
IL1B,0.662067,0.647345,0.00172455,3.14569,0.887622,0.731639,0.997914,1.12746
IL1F10,0.996462,0.998316,0.165386,1.13399,0.891144,1.06984,0.99451,1.04345
IL1R1,0.892201,0.866608,0.225325,1.58834,0.881742,0.744393,0.997914,0.924861
IL1R2,0.882775,0.916771,0.206211,1.31157,0.697064,0.724169,0.999058,0.990448
IL1RAP,0.727349,1.11617,7.47E-05,1.58004,0.947706,1.05272,0.997914,1.03465
IL1RAPL1,0.56807,0.911833,0.712564,1.02943,0.934314,0.970507,0.997914,1.01766
IL1RAPL2,0.71134,0.935188,0.430507,0.936175,0.994472,1.00342,0.974286,0.936352
IL1RL1,0.851589,0.928476,0.941265,1.01735,0.820627,0.84908,0.993608,0.914406
IL1RL2,0.638704,0.889207,0.930475,1.01415,0.896291,0.930599,0.997914,1.01603
IL1RN,0.784828,1.202,3.13E-09,4.63841,0.653811,1.56556,0.994235,1.13872
IL2,0.909971,0.960904,0.80684,1.04172,0.96239,1.03645,0.997914,0.981707
IL20,0.887945,0.96696,0.335957,1.09131,0.903761,1.05788,0.995877,1.03889
IL20RA,0.624161,0.880609,0.888134,0.977799,0.874232,0.915611,0.995966,1.04541
IL20RB,0.92098,0.961413,0.895469,1.02692,0.95142,1.04952,0.840575,1.21214
IL21,0.72356,0.928889,0.990638,0.998525,0.969137,1.02173,0.997914,0.988849
IL21R,0.819156,1.06846,0.243059,0.872271,0.942624,1.05014,0.997914,0.989616
IL22,0.807768,0.951425,0.775452,0.969247,0.759453,0.8986,0.997914,0.985304
IL22RA1,0.566405,0.849758,0.908749,1.01896,0.933765,0.948647,0.997914,0.980277
IL22RA2,0.792405,0.947186,0.893284,0.983427,0.89818,1.05875,0.993745,0.955253
IL23A,0.68538,1.116,7.30E-06,0.637228,0.361364,0.763523,0.997914,1.01194
IL23R,0.63535,1.17394,0.637385,0.922535,0.958479,0.956684,0.993745,1.07877
IL24,0.974794,1.02555,0.397374,1.23576,0.919383,0.877315,0.994119,1.11708
IL25,0.679062,0.90474,0.698761,1.05113,0.96012,0.969543,0.999733,1.00039
IL26,0.799212,0.970815,0.397512,0.957857,0.97108,1.01131,0.749468,1.08083
IL27RA,0.975024,1.0158,0.0143759,0.728045,0.871188,1.13021,0.997914,1.03926
IL2RA,0.805855,1.14532,0.906685,0.961349,0.914241,0.875885,0.994945,1.10548
IL2RB,0.992017,1.00491,3.79E-06,0.620942,0.963141,0.966925,0.994945,0.948731
IL2RG,0.568411,1.22002,0.00968687,0.736326,0.990162,1.01099,0.993745,1.07891
IL3,0.66761,0.883377,0.723567,1.05682,0.911053,0.927027,0.997914,0.988966
IL31,0.789602,0.939013,0.765276,0.963046,0.614517,0.847713,0.999058,1.00434
IL31RA,0.942429,0.959731,0.000177218,1.8134,0.950865,1.06776,0.997914,0.980611
IL32,0.950803,1.03776,3.12E-05,0.50338,0.858127,0.842445,0.999088,0.993138
IL34,0.531231,0.799366,0.688208,0.939958,0.835708,0.882838,0.997914,0.971961
IL36A,0.848983,0.944947,0.403298,0.902148,0.945277,0.955595,0.989896,1.07484
IL36B,0.827079,0.928603,0.608775,1.08584,0.942141,1.05889,0.997914,1.03296
IL36G,0.850291,0.920604,0.198481,1.23857,0.929478,0.917811,0.964103,1.16709
IL36RN,0.655322,0.856337,0.206852,1.20209,0.98432,0.97864,0.997914,1.02004
IL37,0.647212,0.909899,0.797239,0.970255,0.947933,1.03384,0.999088,0.997819
IL4,0.98982,0.991718,0.938741,0.980067,0.874874,0.87078,0.997914,0.963333
IL4R,0.555148,1.14168,0.0169154,0.838495,0.900798,0.946367,0.997914,1.01704
IL5,0.856082,1.04304,0.580493,0.944215,0.901743,1.06043,0.621704,1.18629
IL5RA,0.879001,0.957124,9.09E-05,0.697653,0.153953,0.723452,0.889062,0.876091
IL6,0.953007,0.951396,0.0326138,1.67254,0.955339,0.91619,0.997914,1.02858
IL6R,0.626987,1.1375,0.509932,1.08638,0.974802,0.976992,0.994945,0.95138
IL6ST,0.728637,1.18495,0.0458203,1.45923,0.855236,1.21098,0.993608,1.12735
IL7,0.825592,1.05668,0.673802,0.949434,0.744084,0.875692,0.997292,0.962595
IL7R,0.822648,1.12669,0.0159029,0.632166,0.942141,0.913799,0.999058,0.990555
IL9,0.956196,0.98572,0.679688,1.04258,0.867438,1.07257,0.760797,1.14012
ILDR1,0.860576,0.955065,0.687326,1.05099,0.983285,0.984968,0.997914,1.0367
ILDR2,0.554627,0.857758,0.867411,0.977427,0.86311,0.919737,0.993745,0.947567
ILF2,0.802609,1.04328,0.0901393,0.89638,0.763947,0.915979,0.984213,1.05304
ILF3,0.900189,1.02641,9.77E-07,0.725779,0.998885,1.00036,0.997914,1.01058
ILF3-AS1,0.878872,1.17806,0.332278,0.669982,0.917708,1.25537,0.977461,1.39348
ILK,0.790167,1.0937,0.527666,1.10443,0.951175,0.952116,0.857734,0.830441
ILKAP,0.924098,1.02475,0.453506,0.930799,0.9901,0.991735,0.968699,1.07926
ILVBL,0.815436,0.957742,0.90401,0.986558,0.927614,1.03959,0.997914,1.02223
IMMP1L,0.917767,0.959715,0.550922,0.909669,0.996619,1.00324,0.993745,1.07311
IMMP2L,0.822547,1.06912,0.090843,0.826926,0.759834,0.857362,0.955488,1.12423
IMMT,0.600888,1.07371,0.513295,0.959452,0.99015,1.00477,0.46545,1.137
IMP3,0.878835,1.11956,0.230949,0.721236,0.929513,1.14893,0.991267,1.18395
IMP4,0.813463,1.05133,0.0724672,0.86721,0.865349,1.0774,0.994119,1.04127
IMPA2,0.93356,1.07875,0.344944,0.74337,0.963245,1.08931,0.999088,1.00845
IMPACT,0.807507,1.09818,0.902496,1.02927,0.963348,0.956585,0.997914,1.05585
IMPAD1,0.983535,1.0088,0.00017557,1.4899,0.940207,1.05616,0.984213,1.09583
IMPDH1,0.980032,0.98969,0.953727,0.989565,0.919196,1.06838,0.997914,0.990159
IMPDH2,0.688874,1.11696,1.66E-09,0.511896,0.276533,0.737979,0.971086,0.902822
IMPG1,0.767627,0.953819,0.691202,1.03336,0.878555,1.05357,0.993745,1.03662
IMPG2,0.58058,0.890266,0.919715,0.987082,0.903824,0.946889,0.997914,0.992967
INA,0.987849,1.00588,0.426515,1.09351,0.919082,1.06035,0.997914,1.0386
INADL,0.666708,1.14551,0.000373551,0.662226,0.878555,0.899739,0.938408,1.15157
INAFM1,0.560248,0.801363,0.898978,1.02745,0.95176,0.951021,0.984213,0.902089
INCA1,0.663291,0.873432,0.990844,1.00212,0.886693,0.906229,0.984213,0.908448
INCENP,0.856601,0.97168,0.403471,0.947112,0.954299,0.979739,0.955535,0.942517
INE1,0.638704,0.854369,0.35788,0.872393,0.920184,0.924338,0.993745,0.923658
INF2,0.712316,0.904648,0.00126748,0.724399,0.727991,0.850875,0.984213,0.919902
INF2,0.672786,0.90931,0.00141226,0.767636,0.578957,0.841243,0.685517,0.842073
ING1,0.639165,0.9241,0.0952518,0.894469,0.728745,0.906413,0.952657,0.932262
ING2,0.680985,1.17582,0.230361,0.817792,0.96775,1.04367,0.997914,1.01324
ING3,0.744665,1.09187,0.856332,1.02961,0.96775,0.971517,0.987804,1.07852
ING4,0.833376,1.08435,0.437173,0.87925,0.95142,1.0555,0.997914,1.02616
ING5,0.651483,0.840502,0.932621,1.02141,0.935515,0.925583,0.997914,0.956583
ING5,0.985971,0.989358,0.574858,0.895375,0.98676,1.02215,0.997914,1.06252
INGX,0.574072,0.841773,0.695212,0.942041,0.984695,1.01725,0.997914,0.982024
INHA,0.593794,0.84285,0.885488,0.972696,0.984695,1.01862,0.997914,1.04869
INHBA,0.802783,0.806749,0.156467,1.6169,0.912395,0.809375,0.996577,0.87083
INHBB,0.578407,0.897911,0.71611,0.964893,0.989379,0.992016,0.997914,0.973166
INHBC,0.676164,0.86755,0.903648,0.973936,0.828373,0.860125,0.957164,0.868947
INHBE,0.624944,0.896919,0.457738,0.926871,0.962009,0.973319,0.993753,0.954864
INIP,0.669818,1.1179,0.419811,1.1016,0.883909,1.08828,0.951585,1.11628
INMT,0.610522,0.892425,0.136242,1.14163,0.98676,0.988768,0.997216,1.03628
INO80,0.72626,1.06536,0.849438,1.02061,0.990091,1.00736,0.993745,1.04437
INO80B,0.986823,0.994949,0.16535,0.892744,0.912456,1.05212,0.999088,0.998029
INO80C,0.763439,1.13766,0.450865,1.15821,0.798455,1.22979,0.997914,1.02025
INO80D,0.890375,1.04395,0.0913763,1.19674,0.991541,0.992061,0.994945,1.05261
INO80E,0.836778,0.95567,0.000144124,0.752362,0.718854,0.884338,0.964508,0.924182
INPP1,0.733779,1.09891,0.183509,1.16548,0.665552,1.20437,0.989048,1.07904
INPP4A,0.935141,1.01904,0.000820399,0.801122,0.90783,1.04946,0.999011,0.996197
INPP4B,0.579203,1.26256,0.000187866,0.581405,0.855251,0.85691,0.981729,1.14065
INPP5A,0.906539,1.03042,0.318785,0.911102,0.967721,0.977257,0.997914,0.991818
INPP5B,0.680874,1.10589,0.0537175,0.831287,0.911131,1.06653,0.983981,1.08259
INPP5D,0.674776,1.06768,0.212435,0.921132,0.966052,1.01783,0.984213,0.95143
INPP5E,0.734172,0.941252,0.528538,0.947195,0.964411,0.979199,0.995966,1.03293
INPP5F,0.905593,1.02823,0.0453297,1.16394,0.992043,1.0053,0.999088,1.00238
INPP5J,0.770081,0.916633,0.792353,1.04432,0.998348,1.00094,0.997914,1.01388
INPP5K,0.993961,0.997582,0.0389055,0.859501,0.951175,0.971693,0.999088,1.00158
INPPL1,0.900068,0.948824,0.752949,1.06261,0.87548,1.12725,0.997914,0.979143
INS,0.819906,0.941917,0.99127,0.998383,0.972986,0.977216,0.868127,1.14956
INSIG1,0.793843,1.11272,0.00840187,1.47263,0.882904,1.13674,0.997914,0.969649
INSIG2,0.863771,1.0819,0.744109,1.0757,0.950086,1.06451,0.976807,1.15753
INSL3,0.706413,0.915826,0.231861,1.1258,0.966648,0.974303,0.988167,0.936273
INSL4,0.925065,1.023,0.528451,1.06071,0.66647,1.13838,0.924478,1.09507
INSL5,0.669407,0.880768,0.517131,1.09722,0.912137,0.926222,0.957608,1.1274
INSL6,0.656002,0.905835,0.954176,1.00834,0.934912,1.04588,0.941262,0.906704
INSM1,0.710147,0.92064,0.939765,0.989175,0.972174,0.979146,0.990128,0.942785
INSM2,0.556605,0.813227,0.629851,0.927307,0.899344,0.916197,0.98779,0.916473
INSR,0.6897,0.87754,0.370199,0.875617,0.964464,1.03971,0.995893,0.940621
INSRR,0.627131,0.889656,0.64002,1.05863,0.983285,1.01574,0.995966,1.04198
INTS1,0.715787,0.916581,0.125832,0.861549,0.992052,1.00618,0.9684,0.913767
INTS10,0.651311,1.12703,0.0602304,0.823536,0.935577,0.94833,0.994945,1.05165
INTS12,0.724405,1.09637,0.174883,1.15779,0.971446,1.02591,0.880914,1.15104
INTS2,0.759294,1.18636,0.603472,1.15353,0.984412,1.0341,0.997914,1.08708
INTS3,0.5898,1.1538,0.886273,1.02277,0.997083,1.00189,0.997914,1.01033
INTS4,0.689746,1.09115,0.964198,1.00661,0.940239,1.04179,0.889062,1.12387
INTS4P1,0.684227,1.10522,0.864318,1.02589,0.627695,1.19251,0.944111,1.11367
INTS5,0.566405,0.866702,0.0461364,0.839713,0.948969,0.965237,0.997914,0.967516
INTS6,0.781058,1.08858,0.128542,0.832383,0.735595,0.843695,0.997914,1.0295
INTS7,0.641832,1.17449,0.0010667,1.51186,0.560074,1.31112,0.955768,1.15326
INTS8,0.539633,1.19645,0.0249116,0.812998,0.9666,0.973212,0.946777,1.10994
INTS9,0.554627,1.13692,0.0203406,1.17867,0.675163,1.13137,0.90037,1.10055
INTU,0.704324,0.956637,0.435878,1.04307,0.96257,1.01444,0.968655,1.04476
INVS,0.727266,1.08138,0.336805,0.909302,0.923964,0.950023,0.993753,1.04714
IP6K1,0.656121,1.16415,0.351142,1.15217,0.990162,1.01177,0.997914,1.0523
IP6K2,0.621792,1.11072,0.0179729,0.829223,0.956694,1.02873,0.931009,1.10164
IP6K3,0.603689,0.867167,0.975857,0.994559,0.930036,0.944538,0.979266,0.911296
IPCEF1,0.976456,1.01558,0.0646722,0.772739,0.851206,0.867823,0.997914,1.05296
IPMK,0.838573,1.06482,0.000423241,1.44469,0.943513,1.05109,0.992352,0.930078
IPO11,0.699226,1.17291,0.0582115,1.36021,0.922784,1.10135,0.961988,1.17781
IPO13,0.781548,1.06488,0.716113,1.04422,0.532634,1.19696,0.993745,1.05252
IPO4,0.912617,0.965552,0.299111,0.888073,0.927472,1.05984,0.997914,0.981566
IPO5,0.668285,1.1088,4.60E-06,0.663411,0.368086,0.787954,0.995966,1.04394
IPO7,0.79232,1.12102,0.854297,0.954964,0.992043,0.988886,0.998666,1.01225
IPO8,0.64873,1.18378,0.410023,1.14943,0.930036,1.08233,0.997914,1.05871
IPO9,0.548626,1.17847,0.0921176,1.16682,0.958908,1.03065,0.997914,1.02812
IPPK,0.810412,1.03087,0.332018,1.0532,0.958332,1.01621,0.856044,1.07187
IQCA1,0.85365,0.96729,0.446675,0.943994,0.881824,0.948038,0.997914,0.97797
IQCA1L,0.929427,1.01822,0.0464109,0.883239,0.954408,1.02318,0.946204,1.07191
IQCB1,0.616324,1.12512,0.12291,0.865648,0.877506,1.08082,0.930562,1.11294
IQCC,0.590392,0.872286,0.955906,0.991296,0.856246,0.910234,0.997914,0.962791
IQCD,0.534574,0.814602,0.481117,0.913232,0.998653,1.00069,0.645609,0.804584
IQCE,0.997017,0.998593,0.903521,1.01709,0.957526,1.02972,0.997914,1.01482
IQCF1,0.663058,0.880084,0.896879,0.976274,0.889621,0.912681,0.998954,0.993376
IQCF2,0.88276,1.04739,0.927397,1.01621,0.981016,1.02,0.993745,0.940241
IQCG,0.802783,1.06031,0.791092,0.96687,0.833948,1.1016,0.760797,1.16565
IQCH,0.595101,0.927719,0.598693,0.964718,0.974904,1.01212,0.97299,0.951754
IQCJ,0.767217,0.941544,0.427716,0.930125,0.945277,0.967026,0.993745,0.953815
IQCK,0.774629,0.956413,0.962248,1.00474,0.978431,1.01224,0.922033,1.07538
IQGAP1,0.906694,1.04883,0.00293338,1.44893,0.887622,1.112,0.998934,0.99222
IQGAP2,0.714079,1.18806,0.470763,1.17353,0.992043,1.01269,0.999088,0.997094
IQGAP3,0.62017,0.902345,0.997276,1.00041,0.944042,0.965383,0.997914,0.97154
IQSEC1,0.977604,1.01586,0.733598,0.932253,0.899568,1.1135,0.997914,0.965718
IQSEC3,0.620729,0.862535,0.630236,0.930588,0.96775,0.968945,0.997914,0.965473
IQUB,0.694882,0.961609,0.190944,0.94634,0.89818,0.971394,0.997914,0.993499
IRAK1,0.738801,0.916471,0.811337,0.964894,0.938958,0.951531,0.874671,0.865944
IRAK2,0.987942,1.0116,0.424702,1.19603,0.91544,0.885471,0.997914,0.946749
IRAK3,0.980218,0.980725,0.119431,1.39851,0.97855,1.04298,0.997216,0.916817
IRAK4,0.722736,1.11519,0.0489673,1.2645,0.930036,1.06805,0.997914,1.04845
IREB2,0.738735,1.12104,0.516907,1.11197,0.989297,1.01516,0.997914,1.01131
IRF1,0.827377,1.10389,3.75E-06,2.08312,0.944624,1.07553,0.997914,0.951948
IRF2,0.469591,1.28101,6.57E-06,1.50689,0.803753,1.12605,0.997914,1.02363
IRF2BP1,0.648611,0.924513,0.000319536,0.796728,0.735582,0.906137,0.997914,0.977137
IRF2BP2,0.985971,1.00854,0.0343285,0.77311,0.951173,0.953289,0.997914,0.961515
IRF2BPL,0.913309,0.97385,0.49357,0.936925,0.87568,0.934077,0.783773,0.87652
IRF3,0.922281,1.03027,0.596047,0.937025,0.922178,1.05887,0.994235,0.952914
IRF4,0.798197,1.07897,0.71005,1.05853,0.758336,0.855734,0.809343,1.19948
IRF5,0.918658,1.04619,0.00794738,1.42518,0.598167,1.3067,0.997914,0.957772
IRF6,0.916782,0.970164,0.209257,1.13269,0.987801,0.988265,0.997914,1.03411
IRF7,0.817611,0.855019,6.04E-05,2.584,0.443764,1.78653,0.997914,0.948206
IRF8,0.999869,0.999931,0.140279,1.20839,0.967285,0.966104,0.984213,0.908582
IRF9,0.80846,1.07375,3.09E-07,1.72275,0.0113986,1.69893,0.998861,1.00709
IRGC,0.555148,0.787615,0.795071,0.949626,0.857444,0.873938,0.997914,0.95741
IRGQ,0.760143,1.06127,0.000227238,0.772556,0.877506,0.93768,0.982571,0.939244
IRS1,0.96791,0.982543,0.434467,1.11979,0.871588,0.895777,0.995966,0.947416
IRS2,0.592936,0.793702,0.00296562,0.634434,0.73414,0.787505,0.997914,0.945523
IRS4,0.589076,0.863184,0.247371,0.880076,0.64408,0.835208,0.730687,0.830841
IRX1,0.691786,0.889342,0.948677,0.987497,0.896291,0.916993,0.993717,0.930139
IRX2,0.575362,0.86867,0.198672,0.880815,0.858541,0.914145,0.923832,0.894854
IRX3,0.523416,0.785284,0.867821,0.970984,0.91911,0.933009,0.922033,0.870861
IRX4,0.643342,0.867193,0.83738,0.963444,0.855251,0.887099,0.997914,0.957506
IRX5,0.60388,0.849055,0.97223,1.00724,0.837714,0.87783,0.997914,0.985787
IRX6,0.772358,0.92184,0.856789,1.03028,0.96981,0.972433,0.997914,0.981731
ISCA2,0.986553,0.991159,0.927259,0.97985,0.986229,0.980636,0.968655,0.879796
ISCU,0.703928,1.089,1.06E-05,0.693413,0.611374,0.847402,0.998954,1.00506
ISG15,0.994915,0.992031,5.02E-07,4.21411,0.514531,1.87584,0.997914,1.07509
ISG20,0.794828,0.849999,0.115177,1.46386,0.993273,1.01288,0.997914,1.051
ISG20L2,0.545732,1.18324,0.340089,1.10332,0.423291,1.24002,0.989896,1.06479
ISL1,0.755755,0.934572,0.942183,1.01014,0.934314,0.957255,0.997914,0.977826
ISL2,0.571693,0.839469,0.680352,0.939347,0.965082,0.96695,0.967231,0.89625
ISLR,0.835616,0.922479,0.956163,1.01306,0.942126,0.937138,0.997914,0.968918
ISLR2,0.627131,0.880438,0.707796,0.949328,0.954121,0.963243,0.993753,0.948202
ISM2,0.557585,0.825623,0.693784,0.941821,0.822103,0.877769,0.983981,0.911131
ISOC1,0.705692,1.0665,0.853153,0.981238,0.720474,0.902536,0.984213,1.05255
ISOC2,0.628458,0.882192,0.385705,1.10557,0.991541,1.00758,0.999088,1.00439
IST1,0.589444,1.19065,0.926206,0.981684,0.915244,1.07985,0.98779,1.09277
ISY1,0.665363,1.13301,0.979067,1.00518,0.855835,1.11886,0.979827,1.10325
ISYNA1,0.980218,0.991831,6.43E-08,0.631922,0.762316,0.886885,0.995966,0.96255
ITCH,0.735865,1.11942,0.694336,1.07175,0.941251,1.06282,0.997914,1.01666
ITFG1,0.713687,1.13248,0.0341976,1.31931,0.68868,1.24451,0.996577,1.05928
ITGA10,0.606331,0.901893,0.97382,0.995726,0.921267,0.955183,0.997914,0.970197
ITGA11,0.593532,0.885248,0.882543,0.980161,0.916566,0.947313,0.97343,0.923461
ITGA2,0.932504,0.960943,0.656184,0.919036,0.935586,0.929105,0.981959,0.885917
ITGA2B,0.857052,0.846372,0.0928371,0.5726,0.953473,0.88477,0.938408,0.689135
ITGA3,0.759083,0.942857,0.173737,0.899306,0.641081,0.876602,0.993608,0.954129
ITGA4,0.7547,1.14077,0.683572,0.914772,0.889684,1.13751,0.997914,1.02433
ITGA5,0.85329,1.06137,0.0654813,1.23443,0.894214,1.09066,0.993745,0.934816
ITGA6,0.7564,1.15815,0.000913031,0.567496,0.896291,0.872538,0.996577,1.08179
ITGA7,0.579156,0.862487,0.514538,1.08194,0.975714,0.978708,0.997914,0.963441
ITGA8,0.662067,0.920956,0.830238,0.976638,0.957424,0.975048,0.997914,1.02373
ITGA9,0.560102,0.874357,0.730445,1.03876,0.8977,0.943186,0.997914,0.97392
ITGAL,0.899481,1.05353,0.931604,0.980843,0.492161,1.34273,0.998861,1.00838
ITGAM,0.998999,0.998224,0.233844,0.69922,0.972693,1.06829,0.999088,0.993138
ITGAV,0.960466,1.04537,0.000966526,2.18702,0.967721,1.0725,0.997914,0.97044
ITGAX,0.998612,0.998955,0.0120334,1.36567,0.75792,1.19854,0.955949,0.872135
ITGB1,0.831225,1.066,0.256943,0.872763,0.867879,0.903141,0.999268,1.00113
ITGB1BP1,0.91253,1.06672,0.364565,0.822287,0.995863,0.99404,0.997914,1.04554
ITGB1BP2,0.822648,0.959453,0.906645,0.987015,0.971029,1.01773,0.994119,1.03558
ITGB2,0.998526,0.9983,0.518732,0.851302,0.868415,1.20468,0.997914,1.05596
ITGB3,0.919162,0.867058,0.0697996,0.443947,0.878053,0.682908,0.957255,0.629466
ITGB3BP,0.661713,1.25735,0.0214438,0.634059,0.983285,0.966146,0.979422,1.19842
ITGB4,0.559203,0.84712,0.936674,0.98719,0.896291,0.929935,0.993608,0.940187
ITGB5,0.80945,0.88466,0.221883,0.778524,0.831653,0.809681,0.797237,0.73027
ITGB6,0.719139,0.939377,0.716372,1.03464,0.907638,1.04775,0.997914,1.01412
ITGB7,0.907057,1.05974,0.2876,0.826613,0.966685,1.04686,0.997914,1.05823
ITGB8,0.932762,0.876807,0.0266268,2.79442,0.990162,0.958976,0.997914,0.920626
ITGBL1,0.7349,0.921338,0.744863,1.04384,0.975185,0.979138,0.997914,1.02324
ITIH1,0.58058,0.885536,0.692482,0.957279,0.951704,1.03176,0.993745,0.955173
ITIH2,0.739576,0.949663,0.976524,0.996919,0.846341,1.06458,0.994119,0.969516
ITIH3,0.571693,0.86885,0.578661,1.06613,0.959362,1.03046,0.98779,1.06936
ITIH4,0.64898,0.899713,0.447824,1.08535,0.993267,1.00511,0.995966,1.04112
ITIH5,0.585299,0.882955,0.548933,0.938427,0.817791,0.905321,0.919032,0.900623
ITIH6,0.593794,0.880335,0.933743,1.01258,0.96012,0.971124,0.997914,1.0075
ITK,0.923937,1.07947,0.153841,0.687181,0.966658,0.931375,0.997914,1.08888
ITLN1,0.591019,0.880938,0.518903,0.932441,0.99015,1.0079,0.964024,0.916049
ITLN2,0.806632,0.933993,0.886273,0.976469,0.938149,0.949151,0.997914,0.958665
ITM2A,0.862721,1.13569,0.000745729,0.44404,0.85864,0.779139,0.997914,1.10377
ITM2B,0.699226,1.07993,0.671866,1.04537,0.94711,1.03346,0.989896,0.947607
ITM2C,0.999307,1.00045,0.0327541,0.800289,0.555285,0.806113,0.66699,1.23599
ITPA,0.94107,0.950398,0.443982,0.829701,0.967539,1.05906,0.996577,1.0919
ITPK1,0.992565,1.00601,0.230669,1.20366,0.850289,1.15736,0.983596,0.887656
ITPKA,0.555148,0.832736,0.953442,1.01037,0.889663,0.919199,0.997914,0.966528
ITPKB,0.818453,1.06112,5.52E-10,0.540597,0.824059,0.89594,0.997914,1.01451
ITPKC,0.686434,0.915898,0.943951,1.00996,0.923707,1.05137,0.997914,1.01776
ITPR1,0.575991,1.12967,0.792173,1.03107,0.99187,0.994252,0.968655,1.07936
ITPR2,0.806386,1.14378,0.0616099,1.46854,0.994472,0.990394,0.997914,1.03989
ITPR3,0.923354,1.02281,5.25E-07,0.701526,0.913559,0.953566,0.977537,1.06835
ITPRIP,0.602021,0.828681,0.832857,1.04435,0.715786,0.807886,0.947417,0.860376
ITPRIPL1,0.755161,0.912194,0.210222,0.858272,0.990908,0.990651,0.997914,0.971602
ITSN1,0.856601,0.944775,0.0574626,1.23323,0.923586,1.06717,0.997914,0.96968
ITSN2,0.585032,1.19724,0.04263,1.27734,0.817807,1.15419,0.993745,1.07692
IVD,0.857011,1.04768,0.481117,0.925558,0.640753,1.17685,0.997914,1.03649
IVL,0.856626,0.94496,0.900373,1.02273,0.868084,1.10766,0.994119,1.05809
IVNS1ABP,0.678007,1.16579,0.744898,0.93619,0.93539,1.07744,0.995893,1.0711
IWS1,0.527347,1.23367,0.00591768,1.31479,0.61333,1.21565,0.984213,1.0878
IYD,0.727349,0.924154,0.905599,0.983094,0.929478,0.952378,0.997914,0.985548
IZUMO1,0.638704,0.881355,0.766076,1.04499,0.949866,0.959728,0.998934,1.00611
IZUMO2,0.592585,0.824074,0.295727,0.854149,0.888748,0.897314,0.889062,0.83283
IZUMO4,0.732974,0.913709,0.926064,1.01601,0.971645,0.974689,0.997914,0.976745
JADE1,0.943991,0.985624,5.17E-06,0.766913,0.811423,0.928946,0.994945,1.0304
JADE2,0.732016,1.08116,0.104376,0.86248,0.943513,0.960961,0.997914,0.9731
JADE3,0.933201,0.966592,0.0379705,1.28713,0.923423,0.92984,0.989896,0.919128
JAG1,0.953894,0.973293,0.0139348,1.37991,0.987756,0.982701,0.997914,1.01843
JAG2,0.557567,0.854989,0.661758,0.9482,0.87568,0.923084,0.980945,0.924508
JAGN1,0.89739,1.05679,0.399098,0.870816,0.954784,1.05219,0.99935,0.998975
JAK1,0.5625,1.12284,0.00314563,0.824991,0.765749,0.909417,0.997914,1.00867
JAK2,0.772065,1.18669,2.17E-05,2.46606,0.685654,1.4515,0.999088,1.0086
JAK3,0.962647,0.98293,0.589221,1.07376,0.912467,0.934656,0.992352,0.935622
JAKMIP1,0.83954,0.952267,0.000123415,0.729782,0.713924,0.872144,0.997914,1.02748
JAKMIP2,0.909673,1.12677,0.160663,1.65342,0.992118,1.02204,0.997914,1.07553
JAKMIP3,0.560186,0.855202,0.801614,0.966589,0.899228,0.934805,0.997914,0.965089
JAM2,0.545732,0.884494,0.144729,0.903632,0.896866,0.95217,0.747423,0.888473
JAM3,0.981757,0.980792,0.817916,0.927221,0.96711,0.939485,0.984213,0.844236
JARID2,0.564441,1.16666,0.0374491,1.21385,0.564955,1.2074,0.824855,1.16154
JAZF1,0.992677,0.993065,0.259566,0.813677,0.95619,1.05986,0.997914,1.06371
JCHAIN,0.821498,1.154,0.0609558,0.64378,0.963323,0.930108,0.50402,1.74882
