gene,qval_6h,ratio_6h,qval_1d,ratio_1d,qval_3d,ratio_3d,qval_7d,ratio_7d
ZNF43,0.778429,1.12381,0.841714,1.04903,0.944624,1.07129,0.906794,1.22597
ZNF430,0.562795,1.27654,0.985359,1.00461,0.988316,0.981731,0.989896,1.10816
ZNF431,0.724275,1.16077,0.33275,0.834748,0.974904,1.03805,0.989896,1.11914
ZNF433,0.970647,0.992468,0.45116,0.950704,0.862478,0.947454,0.997914,1.02225
ZNF436,0.590917,1.20622,0.00126209,1.4824,0.884052,1.11344,0.977461,1.12549
ZNF436-AS1,0.978807,0.991658,0.757972,1.03689,0.986488,0.988155,0.997914,0.974801
ZNF438,0.789602,1.09678,1.57E-07,1.94545,0.640673,1.26335,0.999088,1.00557
ZNF439,0.551561,1.24286,0.680841,0.934753,0.981747,1.02238,0.514564,1.3342
ZNF44,0.723393,1.05044,0.236901,0.932615,0.896291,0.960321,0.977537,1.05019
ZNF440,0.674401,1.10873,0.349791,1.10775,0.893992,0.929271,0.917209,1.12785
ZNF441,0.866961,1.09938,0.343692,1.23463,0.966685,0.945841,0.997914,1.07441
ZNF442,0.951482,0.981651,0.28789,1.11053,0.941632,1.04221,0.958021,1.09561
ZNF443,0.533713,1.25683,0.613799,1.08002,0.868389,1.11515,0.992352,1.07941
ZNF444,0.749995,0.929354,0.206211,0.886258,0.909791,0.941742,0.884603,0.885372
ZNF445,0.803132,1.06815,0.94977,0.989648,0.896291,1.07641,0.967231,1.10159
ZNF446,0.506155,0.819389,0.0400888,0.842388,0.830656,0.909756,0.988315,0.941246
ZNF449,0.924146,0.96776,0.062887,1.22227,0.671678,1.20046,0.99171,1.0739
ZNF45,0.525981,1.40069,0.17993,1.25806,0.839644,1.18964,0.845415,1.27673
ZNF451,0.690126,1.12324,0.639507,0.931816,0.996875,1.00254,0.997914,1.04287
ZNF454,0.651843,0.891133,0.737724,1.04773,0.828373,1.11933,0.997914,1.00872
ZNF460,0.964322,1.02953,0.918829,1.03095,0.85914,0.839389,0.995966,1.08704
ZNF461,0.911515,1.06116,0.743498,1.08168,0.941935,0.923561,0.925003,1.22867
ZNF462,0.525981,0.890531,0.289388,0.937151,0.878555,0.954012,0.993745,1.03118
ZNF467,0.965146,1.03174,0.261029,0.781597,0.992043,1.01416,0.977537,0.835114
ZNF468,0.638928,1.17369,0.900324,0.973329,0.868415,0.88534,0.993753,0.931064
ZNF469,0.534574,0.830708,0.0743036,0.840048,0.841354,0.90177,0.926128,0.890614
ZNF470,0.560186,1.2293,0.809853,1.04419,0.934314,1.06596,0.957255,1.13654
ZNF471,0.951041,1.01351,0.285213,1.07835,0.993267,0.996448,0.896816,1.08801
ZNF473,0.739643,1.05885,0.715136,1.0341,0.899568,0.952649,0.997914,1.00613
ZNF474,0.7564,0.940098,0.785318,1.03051,0.931769,0.959929,0.997914,0.973568
ZNF479,0.627131,1.13051,0.565205,0.931507,0.661924,1.18461,0.999088,0.996301
ZNF48,0.758685,1.08198,0.00149373,0.745645,0.930636,0.947968,0.795195,0.849065
ZNF480,0.570022,1.31336,0.964512,0.986947,0.959362,1.05906,0.935596,1.22442
ZNF483,0.937962,1.05933,0.658571,0.877521,0.975559,0.952122,0.978704,1.22056
ZNF483,0.968297,1.03273,0.895864,1.04903,0.993267,1.01271,0.996577,1.10312
ZNF485,0.726723,1.07949,0.3397,0.911812,0.99015,1.00844,0.650753,1.18897
ZNF487,0.794842,0.919684,0.858196,0.967143,0.96908,0.968362,0.997914,0.985692
ZNF488,0.538235,0.796468,0.903521,0.976462,0.914091,0.925811,0.98779,0.916646
ZNF490,0.904684,1.03505,0.809943,0.967342,0.930036,1.05253,0.996577,1.04083
ZNF491,0.58509,0.888383,0.179867,0.891689,0.958392,0.973038,0.98779,0.942192
ZNF493,0.54411,1.21628,0.355704,0.895283,0.977527,0.978303,0.967643,1.10671
ZNF496,0.928025,0.976619,0.145509,1.13181,0.98676,0.988687,0.997914,1.01539
ZNF497,0.62981,0.874692,0.783071,0.95846,0.684071,0.836129,0.994235,0.947248
ZNF500,0.569756,0.860081,0.154501,0.867039,0.815957,0.893602,0.993608,0.9424
ZNF501,0.678687,1.1624,0.670443,1.08421,0.931585,1.07925,0.993753,1.07954
ZNF502,0.907481,1.03977,0.0873997,0.827294,0.841354,0.890217,0.984213,1.09235
ZNF503,0.547949,0.838433,0.937344,1.01269,0.872746,0.917849,0.960141,0.906359
ZNF506,0.681857,0.934306,2.62E-06,0.747091,0.634038,0.888785,0.942728,0.929447
ZNF507,0.892649,1.09518,0.124005,0.698965,0.891212,0.837978,0.977461,1.22678
ZNF510,0.623841,1.30928,0.590937,1.15641,0.975282,1.04833,0.952258,1.25473
ZNF511,0.917063,1.05024,0.248882,0.827581,0.993825,0.992322,0.999046,1.0078
ZNF512,0.564441,1.20209,0.0153501,0.768181,0.965049,0.96688,0.982657,1.09935
ZNF512B,0.774968,0.928398,0.117704,0.851835,0.888926,0.923695,0.997914,0.991084
ZNF513,0.577844,0.907865,0.65099,1.03883,0.89858,0.954346,0.999317,1.00049
ZNF514,0.991245,0.995862,0.0256835,0.829192,0.671879,0.864149,0.997914,1.01377
ZNF516,0.986823,1.00742,0.431514,1.11059,0.977433,0.976617,0.984213,0.917299
ZNF517,0.605933,0.870102,0.67234,0.943512,0.903004,0.929467,0.98779,0.926642
ZNF519,0.98982,0.995496,0.385775,0.917678,0.918642,0.948342,0.997914,0.967327
ZNF521,0.686054,0.918973,0.501333,0.934877,0.967722,0.977599,0.984213,0.936299
ZNF524,0.624377,0.880759,0.278207,0.88707,0.98676,0.985958,0.953149,0.89886
ZNF526,0.898104,1.0228,0.246592,0.929224,0.760431,1.08415,0.992034,0.962689
ZNF528,0.79496,1.08908,0.837604,0.962381,0.798916,0.855677,0.999088,0.995962
ZNF529,0.768757,1.12602,0.890394,1.03461,0.883018,0.879823,0.984164,1.13523
ZNF530,0.820948,1.04738,0.384198,0.926733,0.971396,0.980958,0.98779,1.05641
ZNF532,0.822272,0.956871,0.926706,0.988981,0.893425,0.945671,0.984213,1.06138
ZNF534,0.531231,0.825919,0.943909,1.01147,0.865811,0.911989,0.964103,0.907143
ZNF536,0.831087,0.953484,0.731625,1.03969,0.887201,1.06798,0.997292,0.966785
ZNF540,0.726276,0.925227,0.0212853,0.824221,0.862827,0.920675,0.78277,1.15733
ZNF541,0.834953,0.952569,0.988723,0.998014,0.978431,0.982803,0.993745,0.950213
ZNF542P,0.783745,1.12507,0.467554,0.867367,0.839395,0.838429,0.997914,0.945371
ZNF544,0.895925,1.02596,3.38E-07,0.726032,0.770659,0.915578,0.942317,1.07574
ZNF546,0.657191,1.13491,0.23524,1.15456,0.992043,1.00784,0.887311,1.16349
ZNF547,0.662936,0.908995,0.665072,1.0505,0.896291,0.938398,0.941115,0.907787
ZNF548,0.703375,0.930159,0.836598,0.977056,0.914091,0.95316,0.993753,0.960569
ZNF549,0.991106,0.994162,0.599888,0.92294,0.891756,0.9115,0.996798,1.05136
ZNF550,0.868622,1.05878,0.234222,0.856894,0.916884,1.07802,0.984213,1.09931
ZNF551,0.670668,1.14428,0.616765,0.922829,0.938025,0.939937,0.993745,1.07537
ZNF552,0.98339,0.988932,0.493607,0.889423,0.940222,1.06933,0.993753,1.07652
ZNF554,0.58058,0.861826,0.547814,0.92769,0.933153,0.948541,0.995966,0.956489
ZNF555,0.525981,1.25986,0.570291,1.08231,0.954801,1.04041,0.824855,1.19059
ZNF556,0.688726,0.897904,0.889055,0.976702,0.896281,0.923672,0.957255,0.895875
ZNF557,0.574634,1.27798,0.607556,1.1119,0.940222,1.07962,0.948931,1.19118
ZNF558,0.858819,1.06887,0.79694,0.95199,0.967578,0.964239,0.998954,1.00739
ZNF559-ZNF177,0.794842,1.07349,0.063483,0.826394,0.965995,0.970685,0.949045,1.11833
ZNF560,0.323944,0.812245,0.115292,0.899846,0.855251,0.937311,0.982601,0.946917
ZNF561,0.564208,1.31893,0.936255,1.02267,0.924847,1.10316,0.997914,1.06529
ZNF563,0.957168,0.985618,0.123112,0.884232,0.923423,0.9556,0.993745,0.958037
ZNF564,0.827377,1.09312,0.861656,0.960294,0.889883,0.887667,0.997292,1.06403
ZNF565,0.721492,1.0588,0.701833,1.03318,0.946739,0.973906,0.913541,1.08254
ZNF566,0.718401,1.22543,0.971937,0.986751,0.950865,0.917907,0.991356,1.15904
ZNF567,0.935206,1.03351,0.292634,0.865171,0.885987,0.9036,0.922033,1.16248
ZNF568,0.6897,1.14967,0.121188,0.801831,0.9245,0.922801,0.994945,1.06985
ZNF569,0.944175,1.03041,0.209522,0.841963,0.716218,0.819923,0.997914,0.960262
ZNF57,0.571336,1.1476,0.00557279,1.26251,0.393113,1.24399,0.971144,1.08675
ZNF570,0.643342,1.14129,0.291216,0.877498,0.975497,1.02506,0.80175,1.20158
ZNF571,0.997297,1.00207,0.216102,0.833293,0.62787,0.778932,0.997914,1.02573
ZNF572,0.769355,0.895817,0.850484,1.04197,0.843394,0.860426,0.997914,1.04192
ZNF573,0.799942,1.08522,0.283766,0.865879,0.957792,0.959349,0.997914,1.02804
ZNF574,0.884729,1.03267,0.973283,0.995699,0.939663,1.03692,0.997914,1.01461
ZNF575,0.533713,0.78488,0.50353,0.90256,0.931585,0.935005,0.984213,0.907076
ZNF576,0.507762,0.857187,0.726213,0.968306,0.84407,0.932759,0.993745,0.963085
ZNF577,0.920501,1.02929,0.740484,0.958477,0.98676,1.01269,0.994945,1.04584
ZNF578,0.968497,0.987704,0.988652,0.997932,0.96509,0.974412,0.787341,1.15863
ZNF579,0.548332,0.833698,0.781686,0.961207,0.894214,0.926947,0.993745,0.940618
ZNF580,0.677551,0.914264,0.00323408,0.790584,0.782048,0.89481,0.999733,1.00031
ZNF581,0.97249,0.981501,0.00388599,0.668244,0.956225,1.05265,0.984213,0.890857
ZNF583,0.569756,1.25313,0.774216,1.05972,0.99535,0.994706,0.997914,1.02062
ZNF584,0.611601,0.907243,0.037798,0.860842,0.728745,0.896117,0.980852,0.939134
ZNF585A,0.990829,1.00426,0.990259,0.998312,0.99535,0.996711,0.993745,0.95419
ZNF585B,0.677525,1.27727,0.774897,1.0987,0.975559,1.05205,0.979827,1.22291
ZNF586,0.525981,1.1781,0.0360686,0.850928,0.727699,1.12605,0.465473,1.21499
ZNF587,0.805855,1.07584,0.0452906,0.80175,0.982344,0.98071,0.967231,1.11395
ZNF587,0.598472,1.30563,0.922902,0.969917,0.935577,1.10323,0.997914,1.0555
ZNF589,0.738735,1.09415,0.0388499,0.807866,0.967424,1.02976,0.87955,1.1561
ZNF592,0.571336,1.12508,0.887128,0.983022,0.948528,1.03124,0.998861,0.995145
ZNF593,0.947445,1.02173,0.825861,0.968876,0.871188,1.09159,0.994945,0.954363
ZNF595,0.569756,1.18101,0.873844,1.02633,0.950397,1.04159,0.913103,1.14208
ZNF596,0.826261,1.04798,0.0863998,1.14682,0.78077,1.10956,0.765373,1.14619
ZNF597,0.835762,1.06134,0.117501,1.18346,0.96815,1.02845,0.997914,1.02911
ZNF598,0.576384,0.897586,0.0756902,0.880408,0.891274,0.946101,0.873102,0.903923
ZNF600,0.723974,1.11271,0.0724926,0.807683,0.920934,1.07342,0.995966,1.05712
ZNF605,0.605125,1.12059,0.837589,0.97436,0.991183,0.993293,0.997914,1.01611
ZNF606,0.674819,1.08941,0.742516,1.03741,0.96908,0.979,0.920125,1.10337
ZNF607,0.932462,1.02762,0.277425,0.888955,0.871588,0.915763,0.999068,0.995593
ZNF610,0.525981,1.15902,0.970889,0.995476,0.981515,1.01331,0.601871,1.16654
ZNF611,0.77617,1.10167,0.639879,0.923422,0.931585,0.932574,0.995966,1.06066
ZNF613,0.570045,1.2704,0.0279677,1.38804,0.951578,1.0605,0.955768,1.17553
ZNF614,0.867157,1.11293,0.38051,1.25093,0.999993,1,0.997914,1.03951
ZNF615,0.554627,1.31742,0.933826,0.978452,0.896281,1.12543,0.992034,1.10913
ZNF616,0.565764,1.29175,0.641203,0.908367,0.935741,1.08386,0.762006,1.31559
ZNF618,0.744575,0.859566,0.761977,0.925716,0.996304,1.00479,0.997914,1.02732
ZNF619,0.798912,1.07475,0.00574141,1.32186,0.817135,1.13343,0.967231,1.10931
ZNF620,0.9488,0.975932,0.563609,1.08451,0.929098,0.939695,0.993745,1.06733
ZNF621,0.842395,1.065,0.937111,1.01508,0.981793,0.979655,0.995966,1.05512
ZNF622,0.965719,1.0291,0.995448,0.998281,0.938598,1.09705,0.995877,1.0934
ZNF623,0.656333,1.13433,0.273312,0.874749,0.878555,0.909581,0.997914,1.02384
ZNF624,0.807205,1.08859,0.76903,1.05588,0.993267,1.00738,0.997914,1.02387
ZNF625,0.722905,1.07797,0.206762,0.893941,0.853524,1.08688,0.977537,0.928332
ZNF626,0.893524,1.09246,0.924059,0.965938,0.979006,0.957423,0.997914,1.0652
ZNF627,0.525981,1.53103,0.598987,1.14726,0.994654,0.990748,0.886108,1.32063
ZNF638,0.527347,1.2564,0.659477,1.06845,0.967539,1.03211,0.959274,1.1232
ZNF639,0.918775,1.03726,0.000653284,0.695803,0.716729,0.837905,0.993745,1.0646
ZNF641,0.547685,1.18096,0.829583,1.02968,0.871188,1.08608,0.997914,0.978381
ZNF644,0.652165,1.18784,0.941541,0.981978,0.94711,0.939316,0.992034,1.1027
ZNF645,0.91414,0.946328,0.906099,0.968951,0.96509,0.952574,0.821863,0.769715
ZNF646,0.723782,0.940992,0.637664,0.959484,0.994472,1.00321,0.947359,0.92877
ZNF649,0.724157,1.23493,0.907194,1.04515,0.90786,0.852753,0.997914,1.06987
ZNF652,0.593371,1.17076,0.28492,0.876779,0.916907,0.933136,0.993745,0.940661
ZNF653,0.575991,0.914282,0.121188,0.909998,0.865811,0.946272,0.842226,0.913833
ZNF654,0.687538,1.15507,0.815588,1.04971,0.947138,0.942742,0.949466,1.16446
ZNF655,0.571203,1.14412,0.93062,1.01258,0.830449,1.10183,0.9177,1.11336
ZNF658B,0.585299,0.782285,0.3131,0.827706,0.871188,0.859405,0.998861,0.989399
ZNF660,0.969025,0.989631,0.27954,0.914259,0.981999,1.01339,0.997914,1.00832
ZNF663P,0.432088,0.831065,0.478295,0.943148,0.99015,1.00668,0.997914,0.977093
ZNF664,0.959849,0.985147,0.502887,0.93344,0.78778,0.896564,0.997914,1.0112
ZNF665,0.963325,1.00963,0.131994,0.913023,0.637466,0.900668,0.938231,1.06918
ZNF667,0.900189,0.967138,0.153032,0.87665,0.99743,1.00106,0.948931,1.10036
ZNF667-AS1,0.931153,0.942437,0.000653633,0.509711,0.209381,0.527055,0.790479,0.702744
ZNF668,0.609344,0.900255,0.971734,0.995226,0.953664,1.02989,0.980705,1.07007
ZNF669,0.948028,0.980695,0.861165,0.976466,0.73076,0.877199,0.989896,1.06328
ZNF670,0.65996,1.15276,0.910194,0.977112,0.934912,0.936733,0.634915,1.29808
ZNF670,0.623566,0.929068,0.836395,1.01816,0.974904,1.01311,0.998934,1.00337
ZNF671,0.569756,1.14857,3.57E-05,0.712874,0.959362,1.0292,0.969785,1.0855
ZNF672,0.661746,1.07675,0.0238071,1.15611,0.867449,1.06333,0.997914,0.981593
ZNF675,0.733513,1.2997,0.882543,1.07257,0.939669,1.15655,0.997914,1.10701
ZNF676,0.804707,0.948742,0.698263,0.958948,0.918809,0.952173,0.753967,0.868947
ZNF677,0.85346,1.05834,0.456275,0.907962,0.997083,1.00178,0.997914,1.01154
ZNF678,0.862236,1.05105,0.0962989,0.843609,0.201964,0.736041,0.993745,1.06011
ZNF678,0.976925,0.984435,0.75707,0.938537,0.859198,0.868749,0.996577,1.06469
ZNF679,0.744678,0.9122,0.144701,0.846042,0.87585,0.909348,0.642917,0.799627
ZNF680,0.656002,1.20761,0.215127,0.801616,0.982931,0.971962,0.90635,1.23843
ZNF681,0.810088,1.14771,0.634702,0.875725,0.969808,0.945751,0.997914,1.09036
ZNF682,0.885695,1.05501,0.917189,1.02177,0.942126,0.943928,0.993745,1.07964
ZNF683,0.972881,1.02326,0.129435,0.747976,0.996134,1.00562,0.999088,0.997224
ZNF684,0.736385,0.909721,0.000529975,1.42609,0.690947,1.19551,0.997914,1.03383
ZNF687,0.748692,1.10475,0.658736,0.932009,0.94323,0.947334,0.993608,0.926898
ZNF688,0.680304,0.904168,0.545331,0.930127,0.942126,1.04524,0.989896,0.935821
ZNF689,0.646209,1.0794,0.00841432,1.17779,0.21309,1.21703,0.960763,1.06844
ZNF691,0.547065,1.18218,0.778925,1.03736,0.945522,1.03964,0.995966,1.04199
ZNF692,0.843974,0.953429,0.000381364,0.748452,0.98432,0.986386,0.997914,0.989858
ZNF696,0.6897,0.904872,0.478004,0.918973,0.88734,0.923527,0.974707,0.912631
ZNF697,0.646762,0.871414,0.508164,0.909131,0.627615,0.806948,0.993745,0.93103
ZNF7,0.878872,1.02168,0.064113,0.914961,0.963245,0.985288,0.888961,1.06692
ZNF70,0.593532,0.898487,0.0245551,0.847744,0.97128,1.01941,0.997914,0.987561
ZNF701,0.576384,1.26774,0.290508,1.20093,0.990731,1.0131,0.962896,1.16923
ZNF703,0.715537,0.904471,0.902059,1.02199,0.947834,1.04598,0.884445,0.862283
ZNF705A,0.527347,0.79709,0.362818,0.889241,0.843667,1.12571,0.997914,0.973312
ZNF706,0.75517,1.13986,0.505372,1.14075,0.784711,1.23475,0.797237,1.30685
ZNF707,0.868838,0.96969,0.164335,1.09936,0.542914,1.14267,0.823889,1.10799
ZNF71,0.551561,0.912813,0.000425058,0.844757,0.455551,0.890417,0.704281,0.907386
ZNF710,0.79232,1.10015,0.0048119,1.44064,0.717402,1.23643,0.979422,0.886214
ZNF711,0.666708,0.923257,0.0209886,0.850022,0.627896,0.875886,0.980705,1.06484
ZNF713,0.998996,0.999541,0.342157,0.927532,0.976529,0.985253,0.994509,1.03556
ZNF718,0.885637,1.04764,0.358703,0.892264,0.873777,1.10104,0.997914,1.03347
ZNF720,0.895925,1.04482,0.761635,0.953499,0.974335,0.974924,0.923895,1.14306
ZNF721,0.674776,1.23095,0.107386,0.725866,0.84471,0.817167,0.997914,1.03511
ZNF727,0.923982,0.959495,0.933743,1.01903,0.905205,0.910129,0.997914,1.05296
ZNF729,0.506155,1.25147,0.255401,1.12684,0.191281,1.34786,0.302976,1.32405
ZNF732,0.838785,0.944262,0.95684,0.990764,0.820222,1.12623,0.846204,1.1666
ZNF738,0.810207,1.03258,0.0163523,1.12229,0.670169,1.08851,0.359346,1.1464
ZNF74,0.593794,0.928722,0.00760354,0.875486,0.894958,0.961196,0.964508,0.949711
ZNF740,0.858925,1.07639,0.557674,1.11272,0.954408,1.05423,0.998861,1.00977
ZNF746,0.815131,0.954721,0.333345,0.922771,0.993657,1.00382,0.98779,0.947895
ZNF747,0.567499,0.887575,0.157113,0.89562,0.740441,0.898498,0.957555,0.92655
ZNF749,0.864839,0.93076,0.0438164,0.7463,0.775086,0.821507,0.964508,0.86482
ZNF750,0.975694,0.992721,0.412111,0.940254,0.868389,1.06111,0.994945,1.032
ZNF75A,0.548948,1.2348,0.962757,0.990935,0.989206,1.01333,0.812472,1.20612
ZNF75A,0.727349,1.12135,0.764812,1.0558,0.99015,1.01253,0.949466,1.14881
ZNF75D,0.749226,1.08629,0.736878,1.0481,0.903026,1.07343,0.995966,1.04741
ZNF76,0.746864,0.961932,3.39E-05,0.833912,0.711519,0.929468,0.984213,0.964825
ZNF763,0.843689,1.05567,0.757972,1.04385,0.96729,0.972711,0.997914,1.03735
ZNF764,0.685509,0.933962,0.00588367,0.841149,0.463314,0.861305,0.938408,0.926851
ZNF765,0.867953,0.928924,0.604883,0.902827,0.96775,1.0433,0.996467,1.06952
ZNF767P,0.979473,1.01019,0.173348,0.862164,0.841453,0.896842,0.992034,1.06947
ZNF768,0.531231,0.874682,0.0214837,0.858244,0.422399,0.85009,0.980314,0.942239
ZNF77,0.812858,0.949694,0.05301,0.855422,0.949193,0.968318,0.949255,1.09218
ZNF770,0.611684,1.25178,0.803723,1.0635,0.844343,1.19358,0.937216,1.21701
ZNF771,0.702935,0.912936,0.187734,0.876497,0.600027,0.836155,0.993753,0.950911
ZNF772,0.473639,1.15931,0.469171,1.05161,0.975597,0.987367,0.876006,0.921543
ZNF773,0.924411,0.963138,0.860649,0.966948,0.988323,1.01549,0.997914,0.982355
ZNF774,0.676427,0.860357,0.640494,1.09029,0.955439,1.05162,0.997914,1.03344
ZNF775,0.598472,0.879843,0.725999,0.956404,0.873777,0.921928,0.993753,0.95241
ZNF777,0.976668,1.00824,6.59E-08,0.672502,0.789889,0.907973,0.997914,1.02028
ZNF778,0.747753,1.05668,0.586299,0.955013,0.926627,0.962932,0.998861,0.995732
ZNF781,0.697141,1.07926,1.13E-05,0.72545,0.872748,0.933535,0.967643,1.07732
ZNF782,0.805855,1.04607,0.904079,1.01357,0.728389,0.901773,0.997914,1.02532
ZNF783,0.674401,0.897856,0.475411,0.917333,0.933765,0.94855,0.993745,0.942623
ZNF784,0.669198,0.912584,0.790296,1.03278,0.91121,1.05703,0.997914,1.01029
ZNF785,0.764507,0.931854,0.0809143,0.85271,0.860102,0.916493,0.995966,0.961097
ZNF786,0.609712,1.10101,0.00444399,0.823594,0.994811,1.00304,0.995966,1.03288
ZNF787,0.528278,0.870438,0.441255,0.938571,0.973412,0.983794,0.931009,0.921096
ZNF788,0.942429,1.02723,0.00574525,1.33767,0.918312,1.07112,0.994235,1.05737
ZNF789,0.857926,1.04304,0.0014625,0.781438,0.62066,1.16441,0.944111,1.09659
ZNF79,0.637339,1.14594,0.0994199,1.20699,0.884731,1.09618,0.993745,1.06469
ZNF792,0.564267,1.14177,4.19E-07,0.672342,0.921664,0.952574,0.993745,1.04693
ZNF793,0.610768,0.893466,0.00799736,0.80764,0.422399,0.818662,0.994119,0.957277
ZNF799,0.726622,1.05079,0.236458,0.931376,0.76496,1.0791,0.709405,1.10966
ZNF8,0.807381,1.05037,0.219094,0.90463,0.953875,1.02846,0.919665,1.09746
ZNF80,0.97409,0.984487,0.0777145,0.791483,0.928614,0.928944,0.80175,1.24108
ZNF800,0.789929,1.07437,0.796429,1.03899,0.82772,0.891274,0.997914,0.991001
ZNF804A,0.948082,1.02291,0.00115865,1.36647,0.968204,0.972877,0.997914,1.02191
ZNF804B,0.641744,0.911907,0.780114,1.0314,0.960795,1.02512,0.980705,1.06882
ZNF805,0.551561,1.26758,0.749956,1.0613,0.934532,1.07154,0.801027,1.24503
ZNF808,0.562563,0.820069,0.0589839,0.799174,0.504095,0.775127,0.997914,0.964236
ZNF81,0.881637,1.04756,0.204337,1.15511,0.97855,1.02153,0.977337,1.10134
ZNF813,0.708381,0.879796,0.244282,1.18582,0.935577,1.07146,0.997914,1.05448
ZNF813,0.754458,1.15921,0.652633,1.11388,0.896291,0.873417,0.998347,0.98542
ZNF816-ZNF321P,0.822514,1.06598,0.877595,1.02592,0.882009,1.09219,0.843568,1.17433
ZNF818P,0.961563,0.95863,0.94902,0.974126,0.98676,1.0335,0.994945,0.887524
ZNF821,0.561173,1.11214,0.00479884,0.844455,0.956225,0.978244,0.997215,0.97386
ZNF827,0.849717,1.07658,0.057064,0.769055,0.757969,0.824248,0.997914,1.05027
ZNF83,0.605524,1.17049,0.277263,0.869759,0.926864,1.06838,0.938086,1.14357
ZNF830,0.571203,1.16651,0.00716309,0.776273,0.915087,0.938765,0.979266,1.09177
ZNF835,0.747816,1.08381,0.597153,1.06766,0.954769,0.965592,0.997914,0.981233
ZNF839,0.9132,0.975955,0.000976491,0.801154,0.929478,1.04055,0.984213,1.05632
ZNF84,0.748635,1.12521,0.0209886,0.726824,0.88668,0.890904,0.984213,1.11928
ZNF841,0.569756,1.23801,0.368319,1.14974,0.968773,1.03675,0.857734,1.21891
ZNF843,0.513412,0.779539,0.558363,0.922012,0.733953,0.849898,0.957255,0.891916
ZNF844,0.959704,0.97965,0.928878,0.983196,0.455278,0.769783,0.997914,1.02244
ZNF85,0.502392,1.21734,0.322982,0.912221,0.91121,1.05615,0.600892,1.19287
ZNF862,0.555148,0.821937,0.808837,0.960695,0.89556,0.918496,0.997914,0.9806
ZNF879,0.670293,1.09672,0.74533,0.962159,0.868389,1.08159,0.799477,1.15069
ZNF880,0.921815,0.948497,0.0736083,0.73649,0.997083,0.997026,0.989896,1.12471
ZNF883,0.591741,1.18528,0.532224,0.912086,0.727991,0.835914,0.943081,1.1422
ZNF888,0.943103,0.942799,0.00435974,1.93794,0.871188,1.25002,0.993753,0.878555
ZNF90,0.571336,1.29362,0.728744,1.08291,0.941278,1.08057,0.983981,1.14692
ZNF91,0.976158,0.969069,0.0785669,0.60976,0.639109,0.606519,0.970943,0.769697
ZNF92,0.754504,1.1129,0.967973,0.991118,0.985464,0.980646,0.873492,1.20556
ZNF99,0.997889,1.00082,0.265167,0.910299,0.941354,1.03648,0.997914,0.992008
ZNFX1,0.636871,1.20572,1.85E-09,2.55893,0.329837,1.49737,0.995966,1.07488
ZNHIT1,0.847249,0.944302,0.0190456,0.785881,0.814137,0.881203,0.901919,0.870579
ZNHIT2,0.523572,0.834208,0.357748,0.914356,0.925657,0.952088,0.981729,0.930097
ZNHIT3,0.810944,1.11423,0.903017,0.96696,0.877855,1.15561,0.946777,1.20393
ZNHIT6,0.768097,1.15851,0.277692,0.795578,0.971446,1.04893,0.983596,1.17273
ZNRD1,0.887574,1.09762,0.631835,0.870697,0.891312,1.18871,0.997914,1.08789
ZNRF1,0.621792,0.940587,0.00314061,0.875507,0.79962,0.941851,0.994543,0.976643
ZNRF4,0.560053,0.80755,0.880991,0.970665,0.817791,0.862103,0.988167,0.913125
ZP1,0.584787,0.869299,0.940192,1.01188,0.87585,0.920792,0.979266,0.919132
ZP2,0.5625,0.905553,0.692703,0.968756,0.98676,1.00791,0.941193,0.935187
ZP3,0.525981,0.827093,0.411612,0.915929,0.823247,0.900094,0.811943,0.862219
ZP4,0.678687,0.90466,0.803377,0.966038,0.870609,0.916901,0.988167,0.934047
ZPBP,0.527347,0.872841,0.646116,0.95988,0.889883,0.947632,0.988095,0.952228
ZPBP2,0.802473,0.955582,0.480091,0.943674,0.981747,0.987736,0.999046,0.996537
ZPLD1,0.881715,0.970937,0.67972,1.03801,0.935517,0.965991,0.997914,1.02514
ZPR1,0.930901,0.979821,0.322035,1.08409,0.894549,1.05648,0.999088,0.996832
ZRANB1,0.798837,1.06131,0.0530146,0.844721,0.806272,0.898735,0.957255,1.09523
